source,title,page,published_on,access_date,source_url,archive_url,archive_timestamp,source_id,alias_source_id,country,key,publication_title,new_pub_id
b12b91b8-63a8-41e1-910a-94d72a0548f7,Army General Dies in Auto Crash,,2016-03-08,,http://www.premiumtimesng.com/news/top-news/199795-nigerian-army-general-dies-auto-crash.html,https://web.archive.org/web/20160329063551/http://www.premiumtimesng.com/news/top-news/199795-nigerian-army-general-dies-auto-crash.html,2016-03-29T06:35:51,b12b91b8-63a8-41e1-910a-94d72a0548f7,,Nigeria,NigeriaPremium Times,Premium Times,80936b96-33ba-406a-babe-7abd5b0391f0
b166faeb-7005-422d-8dd1-b8039edc0705,"Lagos, 20 other states get new Police Commissioners",,2014-09-08,,http://www.vanguardngr.com/2014/09/lagos-20-states-get-new-command-police-commissioners/,https://web.archive.org/web/20160623162449/http://www.vanguardngr.com/2014/09/lagos-20-states-get-new-command-police-commissioners/,2016-06-23T16:24:49,b166faeb-7005-422d-8dd1-b8039edc0705,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
b2b830c3-807c-48a3-a37e-6fb63cc08bf2,Mutiny - 'Court Action Negates Rule of Law',,2009-01-14,,http://allafrica.com/stories/200901150313.html,No archive available,,b2b830c3-807c-48a3-a37e-6fb63cc08bf2,,Nigeria,NigeriaThis Day,This Day,a3a288a6-0200-4f87-936b-f525342f291a
b367bbc1-0e17-4114-bae3-542eb49c3631,Brigadier General Laleye takes over as APR Director,,2014-01-08,,http://ww2.radionigeria.gov.ng/frnews-detail.php?ID=8118,https://web.archive.org/web/20171220190205/http://ww2.radionigeria.gov.ng/frnews-detail.php?ID=8118,2017-12-20T19:02:05,b367bbc1-0e17-4114-bae3-542eb49c3631,,Nigeria,NigeriaRadio Nigeria,Radio Nigeria,6c9b44a1-4c71-4bff-b701-af9b8d2be13b
b533adfe-ec48-4fc7-8491-d4e890188506,"Troops Arrest Three Boko Haram Commanders, Kill 22 Others",,2016-04-13,,http://guardian.ng/news/troops-arrest-three-boko-haram-commanders-kill-22-others/,https://web.archive.org/web/20160421160915/http://guardian.ng/news/troops-arrest-three-boko-haram-commanders-kill-22-others/,2016-04-21T16:09:15,b533adfe-ec48-4fc7-8491-d4e890188506,,Nigeria,NigeriaThe Guardian,The Guardian,966737d1-e1b8-4498-8a96-9b42eceb25d3
b6cf16e7-151c-4b9f-bd1f-6dd3ef055294,"Soldiers celebrate Christmas in Gwoza, Buni Yadi",,2017-12-26,2018-08-26,https://www.vanguardngr.com/2017/12/soldiers-celebrate-christmas-gwoza-buni-yadi/,https://web.archive.org/web/20180826005301/https://www.vanguardngr.com/2017/12/soldiers-celebrate-christmas-gwoza-buni-yadi/,,b6cf16e7-151c-4b9f-bd1f-6dd3ef055294,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
b7fde9d1-2bfa-4bb9-a08c-f2e29c756081,"Nigeria, UK, U",,2013-10-19,,http://allafrica.com/stories/201310210376.html,No archive available,,b7fde9d1-2bfa-4bb9-a08c-f2e29c756081,,Nigeria,NigeriaThis Day,This Day,a3a288a6-0200-4f87-936b-f525342f291a
b917cf37-9202-4c84-bfc6-517196ff9d04,UN to Accredit Nigerian Army Peacekeeping Centre,,2009-10-13,,http://allafrica.com/stories/200910140246.html,No archive available,,b917cf37-9202-4c84-bfc6-517196ff9d04,,Nigeria,NigeriaThis Day,This Day,a3a288a6-0200-4f87-936b-f525342f291a
ba9dfc0a-9100-4268-a0be-8ff285891d30,"Benue, Enugu Killings: Islamic group reacts, says blaming Fulani herdsmen “absurd”",,2016-05-01,,https://www.vanguardngr.com/2016/05/benue-enugu-killings-islamic-group-reacts-says-blaming-fulani-herdsmen-absurd/,https://web.archive.org/web/20160706124247/http://www.vanguardngr.com:80/2016/05/benue-enugu-killings-islamic-group-reacts-says-blaming-fulani-herdsmen-absurd/,2016-07-06T12:42:47,ba9dfc0a-9100-4268-a0be-8ff285891d30,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
baee185f-1173-44ac-86cc-39571202c0a6,Major Shakeup in Army - COAS Redeploys 317 Officers,,2013-01-29,,http://allafrica.com/stories/201301290161.html,https://web.archive.org/20131002160911/http://allafrica.com/stories/201301290161.html,2013-10-02T16:09:11,baee185f-1173-44ac-86cc-39571202c0a6,,Nigeria,NigeriaLeadership,Leadership,8f96e06a-1bfa-47a4-b05f-e6360770aca4
bb18283d-e1f4-438e-b7d7-be275b5086f8,Boko Haram: Rogers Nicholas replaces Attahiru as theatre commander,,2017-12-06,,http://dailypost.ng/2017/12/06/boko-haram-rogers-nicholas-replaces-attahiru-theatre-commander/,https://web.archive.org/web/20171208132009/http://dailypost.ng/2017/12/06/boko-haram-rogers-nicholas-replaces-attahiru-theatre-commander/,2017-12-08T13:20:09,bb18283d-e1f4-438e-b7d7-be275b5086f8,,Nigeria,NigeriaDaily Post,Daily Post,3bf7a446-d6b6-4287-a11c-61b6e741c691
bb63b226-f564-47bc-a3f4-c4cbd582051e,Ejection - Cross River Government Drags FG to Court,,2007-10-16,,http://allafrica.com/stories/200710160364.html,No archive available,,bb63b226-f564-47bc-a3f4-c4cbd582051e,,Nigeria,NigeriaLeadership,Leadership,8f96e06a-1bfa-47a4-b05f-e6360770aca4
bbac1cf1-2414-4be2-b566-32d40004b45a,Sacked GOCs Get New Posts,,2010-09-27,,http://allafrica.com/stories/201009270564.html,No archive available,,bbac1cf1-2414-4be2-b566-32d40004b45a,,Nigeria,NigeriaDaily Trust,Daily Trust,ffc4fc8e-45e1-4ddb-9faa-55c7e16f81ee
