ID,Owner-initial of staff researcher,"Status (0=first commit, 1=fixes needed, 2=fixes made, 3=clean)","Comments-specifics relevant to the review process, such as fixes, refinements, other observations. This is different from ""Notes"", which are intended for publication.",Name,Source: Name,Confidence: Name,Aliases or alternative spellings (semi-colon separated),Source: Aliases or alternative spellings,Confidence: Aliases or alternative spellings,division_id,Organization,Source: Organization,Confidence: Organization,Role,Source: Role,Confidence: Role,Title (official title),Source: Title,Confidence: Title,Rank,Source: Rank,Confidence: Rank,First citation,first_month,first_day,first_year,Source: First citation,Confidence: First citation,Start date? (Y/N),Context for start date,Source: Context for start date,Confidence: Context for start date,Last citation,last_month,last_day,last_year,Source: Last citation,Confidence: Last citation,End date? (Y/N),Context for end date,Source: Context for end date,Confidence: Context for end date,Notes,Column,Column2,Gender,Source: Gender,Confidence: Gender,Date of Birth,Source: Date of Birth,Confidence: Date of Birth,Death Date,Source: Death Date,Confidence: Death Date,Biography,Source: Biography,Confidence: Biography,Facebook Page,Source: Facebook Page,Confidence: Facebook Page,Twitter Account,Source: Twitter Account,Confidence: Twitter Account,Headshot,Source: Headshot,Confidence: Headshot,Wikipedia Page
,TW,3,,Sydney Mbaneme,6b15743a-2f5b-43c9-b567-1340e206b4c1,Low,,,,ng,14 Brigade,6b15743a-2f5b-43c9-b567-1340e206b4c1,Low,Spokesman,6b15743a-2f5b-43c9-b567-1340e206b4c1,Low,,,,Major,6b15743a-2f5b-43c9-b567-1340e206b4c1,Low,2/3/2016,2,3,2016,6b15743a-2f5b-43c9-b567-1340e206b4c1,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Sylvester Audu,4c6f74a4-9761-4dc2-a8ab-cbb8bfa30348;6db123ac-9b2f-435e-981e-034445da7c9b;07e2dd6c-4354-42eb-a1f1-838b185d1952,Low,,,,ng,14 Brigade,6db123ac-9b2f-435e-981e-034445da7c9b;07e2dd6c-4354-42eb-a1f1-838b185d1952,Low,Commander,6db123ac-9b2f-435e-981e-034445da7c9b;07e2dd6c-4354-42eb-a1f1-838b185d1952,Low,,,,Brigadier General,6db123ac-9b2f-435e-981e-034445da7c9b;07e2dd6c-4354-42eb-a1f1-838b185d1952,Low,7/30/2011,7,30,2011,07e2dd6c-4354-42eb-a1f1-838b185d1952,Low,N,,,,2/28/2012,2,28,2012,6db123ac-9b2f-435e-981e-034445da7c9b,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Caius Baushe,228ad8a0-926a-4631-96c9-75da62b4e726;a7479aba-2818-4ce7-9ebe-692519de0f0d;6abe2618-d177-4c6b-87e2-b6d2af3544c3;cbd21fbe-d11e-44c1-8258-7fe9e05a0f49,Low,,,,ng,130 Battalion,228ad8a0-926a-4631-96c9-75da62b4e726;a7479aba-2818-4ce7-9ebe-692519de0f0d;6abe2618-d177-4c6b-87e2-b6d2af3544c3;cbd21fbe-d11e-44c1-8258-7fe9e05a0f49,Low,Commander,228ad8a0-926a-4631-96c9-75da62b4e726;6abe2618-d177-4c6b-87e2-b6d2af3544c3;cbd21fbe-d11e-44c1-8258-7fe9e05a0f49,Low,,,,Lieutenant Colonel,228ad8a0-926a-4631-96c9-75da62b4e726;a7479aba-2818-4ce7-9ebe-692519de0f0d;6abe2618-d177-4c6b-87e2-b6d2af3544c3;cbd21fbe-d11e-44c1-8258-7fe9e05a0f49,Low,3/28/2013,3,28,2013,cbd21fbe-d11e-44c1-8258-7fe9e05a0f49,Low,N,,,,6/13/2014,6,13,2014,228ad8a0-926a-4631-96c9-75da62b4e726,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,A. J Mohammed,47af76f8-1268-4610-9279-c7d259f5fcdd,Low,,,,ng,13 Amphibious Brigade,47af76f8-1268-4610-9279-c7d259f5fcdd,Low,,,,,,,Major,47af76f8-1268-4610-9279-c7d259f5fcdd,Low,8/7/2012,8,7,2012,47af76f8-1268-4610-9279-c7d259f5fcdd,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Abdulmaleek Mohammed,7c3c0a60-9a05-46de-b566-3d333d59c3ef,Low,,,,ng,13 Amphibious Brigade,7c3c0a60-9a05-46de-b566-3d333d59c3ef,Low,,,,,,,Major,7c3c0a60-9a05-46de-b566-3d333d59c3ef,Low,12/26/2012,12,26,2012,7c3c0a60-9a05-46de-b566-3d333d59c3ef,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Bob Ake,87dcd18e-252f-4a05-b98e-c3b45163d100,Low,,,,ng,13 Amphibious Brigade,87dcd18e-252f-4a05-b98e-c3b45163d100,Low,Commander,87dcd18e-252f-4a05-b98e-c3b45163d100,Low,,,,Brigadier General,87dcd18e-252f-4a05-b98e-c3b45163d100,Low,,,,,,,,,,,6/2/2006,6,2,2006,87dcd18e-252f-4a05-b98e-c3b45163d100,Low,Y,retired,87dcd18e-252f-4a05-b98e-c3b45163d100,Low,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Abdulmalik Bulama Biu,c33d75b1-a026-40e6-92a3-fe0ee1aa75c2,Low,Bulama Biu;Abdulmalik Biu,76fc2c07-4ce9-4c9a-8c95-6bfb88c08ec1;f7c6334c-b1ae-40ab-bbac-81b4f5783cb0;6a62df3f-e8a9-4810-8352-3c3f431220fa,Low,ng,13 Amphibious Brigade,f7c6334c-b1ae-40ab-bbac-81b4f5783cb0,Low,Commander,f7c6334c-b1ae-40ab-bbac-81b4f5783cb0,Low,,,,Brigadier General,f7c6334c-b1ae-40ab-bbac-81b4f5783cb0,Low,July 2016,7,,2016,f7c6334c-b1ae-40ab-bbac-81b4f5783cb0,Low,Y,,,,6/13/2017,6,13,2017,f7c6334c-b1ae-40ab-bbac-81b4f5783cb0,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Emeka Onwuamaegbu,a2922c4e-d151-4b62-b0e1-bfe41d1af48c;b917cf37-9202-4c84-bfc6-517196ff9d04;5aa8811b-5602-4f24-ac45-8804459d8642;bbac1cf1-2414-4be2-b566-32d40004b45a,Low,,,,ng,13 Amphibious Brigade,5aa8811b-5602-4f24-ac45-8804459d8642,Low,Commander,5aa8811b-5602-4f24-ac45-8804459d8642,Low,,,,Brigadier General,5aa8811b-5602-4f24-ac45-8804459d8642,Low,1/18/2008,1,18,2008,5aa8811b-5602-4f24-ac45-8804459d8642,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Hamza Agbabiaka,87dcd18e-252f-4a05-b98e-c3b45163d100,Low,Hamza Agba- biaka ; Hamza Calabar,87dcd18e-252f-4a05-b98e-c3b45163d100;a3e7222e-e9fb-4f23-9cb3-bd295d117504,Low,ng,13 Amphibious Brigade,87dcd18e-252f-4a05-b98e-c3b45163d100;a3e7222e-e9fb-4f23-9cb3-bd295d117504,Low,Commander,87dcd18e-252f-4a05-b98e-c3b45163d100;a3e7222e-e9fb-4f23-9cb3-bd295d117504,Low,,,,Brigadier General,87dcd18e-252f-4a05-b98e-c3b45163d100,Low,6/3/2006,6,3,2006,87dcd18e-252f-4a05-b98e-c3b45163d100,Low,Y,,,,7/21/2006,7,21,2006,a3e7222e-e9fb-4f23-9cb3-bd295d117504,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Ibrahim Attahiru,643da5ba-3441-4b1b-bd12-5087f0dd54f5;e4496cac-2e7f-4001-a1cb-cef9f9c7dd93;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;ba9dfc0a-9100-4268-a0be-8ff285891d30;eeb8a422-93b2-456f-8874-68eedeace90c;582d5933-38ab-4137-bc30-3fc7a4334fbd;a78c84f2-bd87-40fb-8a16-2d5727462f6c;bb18283d-e1f4-438e-b7d7-be275b5086f8;7a278f4a-c006-466b-916b-2da69632e1bd;152dda04-94ea-496c-a844-17c614fa219c;b367bbc1-0e17-4114-bae3-542eb49c3631;763e05ec-a66a-46fb-a691-223339e19272;ac45a2cb-34af-450b-9497-d1334af0db1b,High,I. Attahiru ; I Attahiru,b4e1f2d7-6f99-4b22-b12c-e689900f9dd2;550e0f4b-80a6-4c5a-8574-20857d90b8c1,Low,ng,13 Amphibious Brigade,643da5ba-3441-4b1b-bd12-5087f0dd54f5;e4496cac-2e7f-4001-a1cb-cef9f9c7dd93;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e,Low,Commander,643da5ba-3441-4b1b-bd12-5087f0dd54f5;e4496cac-2e7f-4001-a1cb-cef9f9c7dd93;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e,Low,,,,Brigadier General,643da5ba-3441-4b1b-bd12-5087f0dd54f5;e4496cac-2e7f-4001-a1cb-cef9f9c7dd93;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e,Low,1/7/2014,1,7,2014,643da5ba-3441-4b1b-bd12-5087f0dd54f5,Low,Y,,,,7/28/2015,7,28,2015,efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Ismaila Isa,f7c6334c-b1ae-40ab-bbac-81b4f5783cb0,Low,,,,ng,13 Amphibious Brigade,f7c6334c-b1ae-40ab-bbac-81b4f5783cb0,Low,Commander,f7c6334c-b1ae-40ab-bbac-81b4f5783cb0,Low,,,,Brigadier General,f7c6334c-b1ae-40ab-bbac-81b4f5783cb0,Low,6/14/2017,6,14,2017,f7c6334c-b1ae-40ab-bbac-81b4f5783cb0,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Joseph James,41d856fb-036f-4ff8-a513-6a4b8f9dd1ee,Low,,,,ng,13 Amphibious Brigade,41d856fb-036f-4ff8-a513-6a4b8f9dd1ee,Low,Army Public Relations Officer,41d856fb-036f-4ff8-a513-6a4b8f9dd1ee,Low,,,,Captain,41d856fb-036f-4ff8-a513-6a4b8f9dd1ee,Low,3/12/2012,3,12,2012,41d856fb-036f-4ff8-a513-6a4b8f9dd1ee,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Okwudili F. Azinta,25af78d0-58de-4799-b426-d4bff069a7f2,Low,Okwudili Azinta ; Fidelis Okwudili Azinta ; Fidelis Azinta,41e5d25e-cbeb-467c-a89a-b4d317aefd46;28abfef5-0965-4c3b-b8fe-d7b13880bbd5;d3778f5b-9a13-434d-a2ba-d4b03935212e;250bef79-cd37-438f-9ee6-3c858260b534;ebcaa9f7-e6a0-4f58-9851-308d4efc67f8;d1c0ca05-e9e9-4615-b996-ced14ae53311;4d745855-af98-4561-bc74-a50c8612c349;81d7e5b4-5ef1-45d9-b3e1-7c91286cf9a9;b91855c1-54ba-4f58-a409-0165c2e5d061;e2fbc8da-51f1-49fd-a85d-0dca1242ab3c,Low,ng,13 Amphibious Brigade,41e5d25e-cbeb-467c-a89a-b4d317aefd46;28abfef5-0965-4c3b-b8fe-d7b13880bbd5;250bef79-cd37-438f-9ee6-3c858260b534;ebcaa9f7-e6a0-4f58-9851-308d4efc67f8;d1c0ca05-e9e9-4615-b996-ced14ae53311;e2fbc8da-51f1-49fd-a85d-0dca1242ab3c,Medium,Commander,41e5d25e-cbeb-467c-a89a-b4d317aefd46;28abfef5-0965-4c3b-b8fe-d7b13880bbd5;250bef79-cd37-438f-9ee6-3c858260b534;ebcaa9f7-e6a0-4f58-9851-308d4efc67f8;d1c0ca05-e9e9-4615-b996-ced14ae53311;e2fbc8da-51f1-49fd-a85d-0dca1242ab3c,Medium,,,,Brigadier General,41e5d25e-cbeb-467c-a89a-b4d317aefd46;28abfef5-0965-4c3b-b8fe-d7b13880bbd5;250bef79-cd37-438f-9ee6-3c858260b534;ebcaa9f7-e6a0-4f58-9851-308d4efc67f8;d1c0ca05-e9e9-4615-b996-ced14ae53311,Low,4/9/2013,4,9,2013,41e5d25e-cbeb-467c-a89a-b4d317aefd46,Low,N,,,,1/9/2014,1,9,2014,28abfef5-0965-4c3b-b8fe-d7b13880bbd5,Low,Y,transferred,28abfef5-0965-4c3b-b8fe-d7b13880bbd5,Low,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Sani Mohammed,5aeddb94-1e83-4113-a693-ba84601a1145;7028da50-e470-46c5-a65c-032c691b9747,Low,,,,ng,13 Amphibious Brigade,5aeddb94-1e83-4113-a693-ba84601a1145;7028da50-e470-46c5-a65c-032c691b9747,Low,Commander,5aeddb94-1e83-4113-a693-ba84601a1145;7028da50-e470-46c5-a65c-032c691b9747,Low,,,,Brigadier General,5aeddb94-1e83-4113-a693-ba84601a1145;7028da50-e470-46c5-a65c-032c691b9747,Low,12/24/2015,12,24,2015,7028da50-e470-46c5-a65c-032c691b9747,Low,N,,,,1/26/2016,1,26,2016,5aeddb94-1e83-4113-a693-ba84601a1145,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Shehu Yusuf,ed3bc914-a24e-45ad-8556-fd2f40bbb4c1;75b66e79-31e8-41d7-8981-337c80f260e3;f37d686e-5de9-4f09-b8a8-e2687b221b73;071d9d11-63f5-48d4-b320-1f0b1a249718;7c3c0a60-9a05-46de-b566-3d333d59c3ef;20a25021-4628-4981-b9a3-d0c0a473e662,Low,,,,ng,13 Amphibious Brigade,ed3bc914-a24e-45ad-8556-fd2f40bbb4c1;75b66e79-31e8-41d7-8981-337c80f260e3;f37d686e-5de9-4f09-b8a8-e2687b221b73;071d9d11-63f5-48d4-b320-1f0b1a249718;7c3c0a60-9a05-46de-b566-3d333d59c3ef;20a25021-4628-4981-b9a3-d0c0a473e662,Medium,Commander,ed3bc914-a24e-45ad-8556-fd2f40bbb4c1;75b66e79-31e8-41d7-8981-337c80f260e3;f37d686e-5de9-4f09-b8a8-e2687b221b73;071d9d11-63f5-48d4-b320-1f0b1a249718;7c3c0a60-9a05-46de-b566-3d333d59c3ef;20a25021-4628-4981-b9a3-d0c0a473e662,Medium,,,,Brigadier General,ed3bc914-a24e-45ad-8556-fd2f40bbb4c1;75b66e79-31e8-41d7-8981-337c80f260e3;f37d686e-5de9-4f09-b8a8-e2687b221b73;071d9d11-63f5-48d4-b320-1f0b1a249718;7c3c0a60-9a05-46de-b566-3d333d59c3ef;20a25021-4628-4981-b9a3-d0c0a473e662,Medium,5/19/2011,5,19,2011,ed3bc914-a24e-45ad-8556-fd2f40bbb4c1,Low,N,,,,11/19/2012,11,19,2012,f37d686e-5de9-4f09-b8a8-e2687b221b73,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Anthony Wende,48ffff24-cc48-4140-86b3-1f8ff35f13fa,Low,,,,ng,103 Battalion,48ffff24-cc48-4140-86b3-1f8ff35f13fa,Low,Commander,48ffff24-cc48-4140-86b3-1f8ff35f13fa,Low,,,,Lieutenant Colonel,48ffff24-cc48-4140-86b3-1f8ff35f13fa,Low,12/26/2014,12,26,2014,48ffff24-cc48-4140-86b3-1f8ff35f13fa,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Muhammed Kabiru Ibrahim,cc345f2e-6e45-4489-88e0-7e3f9885d1f4,Low,,,,ng,103 Battalion,cc345f2e-6e45-4489-88e0-7e3f9885d1f4,Low,Commander,cc345f2e-6e45-4489-88e0-7e3f9885d1f4,Low,,,,Lieutenant Colonel,cc345f2e-6e45-4489-88e0-7e3f9885d1f4,Low,11/8/2012,11,8,2012,cc345f2e-6e45-4489-88e0-7e3f9885d1f4,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Sanusi Nasir Muazu,5a33fd6a-3287-49b7-b975-7b44b2fb0a45,Low,Sanusi Muazu ; SN Muazu ; SM Muazu,e20c003f-b64d-4196-87fe-18edbe3c2259;9ad83488-67aa-475c-8a7e-8210fb55f86c;a78c84f2-bd87-40fb-8a16-2d5727462f6c;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e,Low,ng,103 Battalion,5a33fd6a-3287-49b7-b975-7b44b2fb0a45,Low,Commander,5a33fd6a-3287-49b7-b975-7b44b2fb0a45,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Terry Ejabena,619e8129-ea1e-49d9-aa70-d3b05e940ae4,Low,,,,ng,103 Battalion,619e8129-ea1e-49d9-aa70-d3b05e940ae4,Low,Commander,619e8129-ea1e-49d9-aa70-d3b05e940ae4,Low,,,,Captain,619e8129-ea1e-49d9-aa70-d3b05e940ae4,Low,4/16/2014,4,16,2014,619e8129-ea1e-49d9-aa70-d3b05e940ae4,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Adeniyi Oyabade,4bf889e9-d881-4295-a498-6e3dfaa40d1b;730b40ba-928a-449e-9108-841daaebec8d;6617c514-a358-4edb-8220-66baa3053058;349cd904-f396-4104-935c-8d6b45eb9673,Medium,Adeniyi Oyebade,8765405d-9970-4ce0-9d20-0ed4a74a200e;4f92c0bc-f66a-4edf-bc10-bf5c24568ed8;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;bf32e1a3-4e23-4036-86c3-d7367c8d1da9;d76f4d12-8c45-4724-9912-9f698b2929dc;4a0c555c-07b3-421a-aebe-3dc5f3d7b509;259b700f-fd2c-422c-85e0-e5011a25c06a;1f6a8613-bbc2-409b-b584-e26d08b8313d;017326a6-80d1-44de-ad81-a72f47318254,Medium,ng,1 Mechanised Division,efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;bf32e1a3-4e23-4036-86c3-d7367c8d1da9;d76f4d12-8c45-4724-9912-9f698b2929dc;4a0c555c-07b3-421a-aebe-3dc5f3d7b509;259b700f-fd2c-422c-85e0-e5011a25c06a;1f6a8613-bbc2-409b-b584-e26d08b8313d;017326a6-80d1-44de-ad81-a72f47318254,Medium,Commander,efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;bf32e1a3-4e23-4036-86c3-d7367c8d1da9;d76f4d12-8c45-4724-9912-9f698b2929dc;4a0c555c-07b3-421a-aebe-3dc5f3d7b509;259b700f-fd2c-422c-85e0-e5011a25c06a;1f6a8613-bbc2-409b-b584-e26d08b8313d;017326a6-80d1-44de-ad81-a72f47318254,Medium,General Officer Commanding,efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;bf32e1a3-4e23-4036-86c3-d7367c8d1da9;d76f4d12-8c45-4724-9912-9f698b2929dc;4a0c555c-07b3-421a-aebe-3dc5f3d7b509;259b700f-fd2c-422c-85e0-e5011a25c06a;1f6a8613-bbc2-409b-b584-e26d08b8313d;017326a6-80d1-44de-ad81-a72f47318254,High,Major General,efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;bf32e1a3-4e23-4036-86c3-d7367c8d1da9;d76f4d12-8c45-4724-9912-9f698b2929dc;4a0c555c-07b3-421a-aebe-3dc5f3d7b509;259b700f-fd2c-422c-85e0-e5011a25c06a;1f6a8613-bbc2-409b-b584-e26d08b8313d;017326a6-80d1-44de-ad81-a72f47318254,Medium,7/29/2015,7,29,2015,efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e,Low,Y,,,,8/6/2017,8,6,2017,017326a6-80d1-44de-ad81-a72f47318254,Medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Azubuike Onyeabo Ihejirika,4bf889e9-d881-4295-a498-6e3dfaa40d1b,Low,Onyeabo Azubuike Ihejirika ; Azabuike Ihejirika ; Onyeabo Ihejirika ; OA Ihejirika ; Onyeabo Azubike Ihejerika ; O. A. Ihejirika ; Onyeabor Azubuike Ihejirika ; A.O. Ihejirika ; Azubuike Ihiejirika ; Onyeabor Ihejirika ; Augustine Ihejirika ; Ihejirika,bbac1cf1-2414-4be2-b566-32d40004b45a;cfa4d127-c092-4d43-a409-897f5a4081cc;0c959a83-fa3a-43ba-8eda-c5bb7885c371;edcbbdaf-79fe-4e68-b255-91181e8c5962;25c08012-69c2-4e12-a85a-604f0eee0df3;7d66c675-67e2-4584-9b90-da798423a43f;ac88de9e-cfbb-4512-956b-8eaa5f25b54f;b7fde9d1-2bfa-4bb9-a08c-f2e29c756081;e979fd13-cefc-4081-8386-3726c9576970;546826b0-3d58-4a16-904c-ec001189b28e;02dba175-d2cf-4eb1-87d5-22207adb3155;8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1;d9ae6e20-eb12-4c81-9286-32756ea33a82;35386558-5dd6-45db-8a90-a2ac0f310aa5;ac88de9e-cfbb-4512-956b-8eaa5f25b54f;b7fde9d1-2bfa-4bb9-a08c-f2e29c756081;e979fd13-cefc-4081-8386-3726c9576970;546826b0-3d58-4a16-904c-ec001189b28e;5e10da33-b1f5-4fb2-b3b0-44336e953eaa;02dba175-d2cf-4eb1-87d5-22207adb3155;8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1;d9ae6e20-eb12-4c81-9286-32756ea33a82;a2922c4e-d151-4b62-b0e1-bfe41d1af48c;5c5f25a2-6751-40ef-a68f-4c90f4b5d8b7,Medium,ng,1 Mechanised Division,7d66c675-67e2-4584-9b90-da798423a43f;35386558-5dd6-45db-8a90-a2ac0f310aa5,Low,Commander,7d66c675-67e2-4584-9b90-da798423a43f;35386558-5dd6-45db-8a90-a2ac0f310aa5,Low,Acting General Officer Commanding,7d66c675-67e2-4584-9b90-da798423a43f;35386558-5dd6-45db-8a90-a2ac0f310aa5,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,DRA Ndefo,1687f2d3-59a3-4998-8c6b-54a67552b495;e12a7970-4bda-477a-b8ee-7dcc64b51bb8,Low,,,,ng,1 Mechanised Division,e12a7970-4bda-477a-b8ee-7dcc64b51bb8,Low,Commander,e12a7970-4bda-477a-b8ee-7dcc64b51bb8,Low,,,,Major General,e12a7970-4bda-477a-b8ee-7dcc64b51bb8,Low,12/30/2001,12,30,2001,e12a7970-4bda-477a-b8ee-7dcc64b51bb8,Medium,Y,,,,7/31/2002,7,31,2002,e12a7970-4bda-477a-b8ee-7dcc64b51bb8,Medium,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,DRA Ndefo,1687f2d3-59a3-4998-8c6b-54a67552b495;e12a7970-4bda-477a-b8ee-7dcc64b51bb8,Low,,,,ng,1 Mechanised Division,e12a7970-4bda-477a-b8ee-7dcc64b51bb8,Low,Commander,e12a7970-4bda-477a-b8ee-7dcc64b51bb8,Low,,,,Brigadier General,e12a7970-4bda-477a-b8ee-7dcc64b51bb8,Low,5/30/2001,5,30,2001,e12a7970-4bda-477a-b8ee-7dcc64b51bb8,Medium,Y,,,,12/29/2001,12,29,2001,e12a7970-4bda-477a-b8ee-7dcc64b51bb8,Medium,Y,promoted,e12a7970-4bda-477a-b8ee-7dcc64b51bb8,High,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Garba Ayodele Wahab,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,Low,GA Wahab ; Garba Wahab ; Gani Wahab ; Garba A. Wahab,e12a7970-4bda-477a-b8ee-7dcc64b51bb8;70c81080-0535-42f6-99aa-d3295f432a9d;fe91aabe-38b0-458d-8a55-8032b0e40ed1;bcfc21a9-1ce9-4ad4-9180-db41f9a5a321;3946c185-68a6-4248-aa19-c9278cc0ed06;91f51be6-def2-464f-b0a7-1743f3c93cb5;aba16380-5c24-4aee-885e-d61ce0597e70,Medium,ng,1 Mechanised Division,e12a7970-4bda-477a-b8ee-7dcc64b51bb8;70c81080-0535-42f6-99aa-d3295f432a9d;17a7a0b4-17d8-47bf-9a00-c2c1c99c5685;fe91aabe-38b0-458d-8a55-8032b0e40ed1;bcfc21a9-1ce9-4ad4-9180-db41f9a5a321;3946c185-68a6-4248-aa19-c9278cc0ed06;91f51be6-def2-464f-b0a7-1743f3c93cb5;aba16380-5c24-4aee-885e-d61ce0597e70,High,Commander,e12a7970-4bda-477a-b8ee-7dcc64b51bb8;70c81080-0535-42f6-99aa-d3295f432a9d;17a7a0b4-17d8-47bf-9a00-c2c1c99c5685;fe91aabe-38b0-458d-8a55-8032b0e40ed1;bcfc21a9-1ce9-4ad4-9180-db41f9a5a321;3946c185-68a6-4248-aa19-c9278cc0ed06;91f51be6-def2-464f-b0a7-1743f3c93cb5;aba16380-5c24-4aee-885e-d61ce0597e70,High,General Officer Commanding,70c81080-0535-42f6-99aa-d3295f432a9d;17a7a0b4-17d8-47bf-9a00-c2c1c99c5685;fe91aabe-38b0-458d-8a55-8032b0e40ed1;3946c185-68a6-4248-aa19-c9278cc0ed06;91f51be6-def2-464f-b0a7-1743f3c93cb5;aba16380-5c24-4aee-885e-d61ce0597e70,Medium,Major General,e12a7970-4bda-477a-b8ee-7dcc64b51bb8;70c81080-0535-42f6-99aa-d3295f432a9d;17a7a0b4-17d8-47bf-9a00-c2c1c99c5685;fe91aabe-38b0-458d-8a55-8032b0e40ed1;3946c185-68a6-4248-aa19-c9278cc0ed06;91f51be6-def2-464f-b0a7-1743f3c93cb5;aba16380-5c24-4aee-885e-d61ce0597e70,Medium,2/15/2012,2,15,2012,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,Medium,Y,,,,2/5/2014,2,5,2014,70c81080-0535-42f6-99aa-d3295f432a9d,Medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Joseph Shoboiki,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685;bbac1cf1-2414-4be2-b566-32d40004b45a,Low,J.O Shoboiki ; Shoboiki ; J.O Shobeke,f22167e9-0586-44c4-9690-d3a46fd769d0;e12a7970-4bda-477a-b8ee-7dcc64b51bb8;6e156214-f890-42e3-9a93-801634eb1c6d,Low,ng,1 Mechanised Division,f22167e9-0586-44c4-9690-d3a46fd769d0;e12a7970-4bda-477a-b8ee-7dcc64b51bb8;17a7a0b4-17d8-47bf-9a00-c2c1c99c5685;6e156214-f890-42e3-9a93-801634eb1c6d;bbac1cf1-2414-4be2-b566-32d40004b45a,Low,Commander,f22167e9-0586-44c4-9690-d3a46fd769d0;e12a7970-4bda-477a-b8ee-7dcc64b51bb8;17a7a0b4-17d8-47bf-9a00-c2c1c99c5685;6e156214-f890-42e3-9a93-801634eb1c6d;bbac1cf1-2414-4be2-b566-32d40004b45a,Low,General Officer Commanding,f22167e9-0586-44c4-9690-d3a46fd769d0;17a7a0b4-17d8-47bf-9a00-c2c1c99c5685;6e156214-f890-42e3-9a93-801634eb1c6d;bbac1cf1-2414-4be2-b566-32d40004b45a,Low,Major General,f22167e9-0586-44c4-9690-d3a46fd769d0;e12a7970-4bda-477a-b8ee-7dcc64b51bb8;6e156214-f890-42e3-9a93-801634eb1c6d;bbac1cf1-2414-4be2-b566-32d40004b45a,Low,9/24/2010,9,24,2010,f22167e9-0586-44c4-9690-d3a46fd769d0,Low,Y,,,,2/14/2012,2,14,2012,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,Medium,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
